test_id,label,round,run_dir,config_file,data_source,database,executor_mode,deployment,test_mode,zipfian_exponent,target_rate,max_concurrency,concurrency,connection_pool_size,num_accounts,initial_balance,warmup_duration_secs,test_duration_secs,num_db_nodes,num_client_nodes,db_machine,client_machine,run_id,runs_completed,runs_planned,run_duration_secs,throughput_tps,latency_p50_us,latency_p95_us,latency_p99_us,latency_p999_us,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_p999_ms,completed_transfers,rejected_transfers,failed_transfers,dropped_transfers,balance_verified,agg_throughput_mean,agg_throughput_stddev,agg_throughput_cv,agg_throughput_min,agg_throughput_max,agg_latency_p50_mean_us,agg_latency_p95_mean_us,agg_latency_p99_mean_us,agg_latency_p999_mean_us,agg_total_completed,agg_total_rejected,agg_total_failed,agg_total_dropped,agg_error_rate,achieved_pct_of_target_rate,dropped_pct_of_offered,coordinator_warnings,coordinator_errors,notes
20,cloud/postgresql-atomic/z2.0/concurrency5k-pool50,knob-sweep-pool50,run_20260731_072822,config.cloud-postgresql-atomic-hotspot-concurrency5k-pool50.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),postgresql,atomic,cloud,fixed_rate,2.0,5000,5000,,50,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,430.263,785.55,5000000,5000000,5000000,5000000,5000.0,5000.0,5000.0,5000.0,166090,69575,0,1292488,True,783.77,6.6,0.00842,774.94,790.81,5000000.0,5000000.0,5000000.0,5000000.0,498668,206721,0,3867317,0.0,15.7,85.94,,,run AFTER raising server max_connections 200->300; latencies clamped at 5s ceiling
20,cloud/postgresql-atomic/z2.0/concurrency5k-pool50,knob-sweep-pool50,run_20260731_072822,config.cloud-postgresql-atomic-hotspot-concurrency5k-pool50.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),postgresql,atomic,cloud,fixed_rate,2.0,5000,5000,,50,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,430.434,790.81,5000000,5000000,5000000,5000000,5000.0,5000.0,5000.0,5000.0,167818,69424,0,1295552,True,783.77,6.6,0.00842,774.94,790.81,5000000.0,5000000.0,5000000.0,5000000.0,498668,206721,0,3867317,0.0,15.7,85.94,,,run AFTER raising server max_connections 200->300; latencies clamped at 5s ceiling
21,cloud/postgresql-atomic/z2.0/rate10k-pool50,knob-sweep-pool50,run_20260731_075326,config.cloud-postgresql-atomic-hotspot-rate10k-pool50.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),postgresql,atomic,cloud,fixed_rate,2.0,10000,5000,,50,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,3,3,430.836,791.71,5000000,5000000,5000000,5000000,5000.0,5000.0,5000.0,5000.0,169180,68333,0,2823005,True,795.92,3.82,0.004804,791.71,800.96,5000000.0,5000000.0,5000000.0,5000000.0,507465,208861,0,8483676,0.0,8.0,94.26,,,run AFTER raising server max_connections 200->300; latencies clamped at 5s ceiling
21,cloud/postgresql-atomic/z2.0/rate10k-pool50,knob-sweep-pool50,run_20260731_075326,config.cloud-postgresql-atomic-hotspot-rate10k-pool50.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),postgresql,atomic,cloud,fixed_rate,2.0,10000,5000,,50,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,431.468,800.96,5000000,5000000,5000000,5000000,5000.0,5000.0,5000.0,5000.0,169680,70609,0,2829450,True,795.92,3.82,0.004804,791.71,800.96,5000000.0,5000000.0,5000000.0,5000000.0,507465,208861,0,8483676,0.0,8.0,94.26,,,run AFTER raising server max_connections 200->300; latencies clamped at 5s ceiling
21,cloud/postgresql-atomic/z2.0/rate10k-pool50,knob-sweep-pool50,run_20260731_075326,config.cloud-postgresql-atomic-hotspot-rate10k-pool50.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),postgresql,atomic,cloud,fixed_rate,2.0,10000,5000,,50,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,432.34,795.08,5000000,5000000,5000000,5000000,5000.0,5000.0,5000.0,5000.0,168605,69919,0,2831221,True,795.92,3.82,0.004804,791.71,800.96,5000000.0,5000000.0,5000000.0,5000000.0,507465,208861,0,8483676,0.0,8.0,94.26,,,run AFTER raising server max_connections 200->300; latencies clamped at 5s ceiling
22,cloud/tigerbeetle/z2.0/rate20k,knob-sweep,run_20260807_071309,config.cloud-tigerbeetle-hotspot-rate20k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,20000,30000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,3,3,422.27,20152.93,43492,861992,1029285,1452928,43.492,861.992,1029.285,1452.928,4131887,1913992,0,0,True,20257.46,73.92,0.003649,20152.93,20310.76,43314.7,846362.0,1046444.0,1453931.7,12472254,5759461,0,0,0.0,101.3,0.0,,,
22,cloud/tigerbeetle/z2.0/rate20k,knob-sweep,run_20260807_071309,config.cloud-tigerbeetle-hotspot-rate20k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,20000,30000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,423.531,20308.69,43833,856669,1112028,1461202,43.833,856.669,1112.028,1461.202,4170273,1922334,0,0,True,20257.46,73.92,0.003649,20152.93,20310.76,43314.7,846362.0,1046444.0,1453931.7,12472254,5759461,0,0,0.0,101.3,0.0,,,
22,cloud/tigerbeetle/z2.0/rate20k,knob-sweep,run_20260807_071309,config.cloud-tigerbeetle-hotspot-rate20k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,20000,30000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,423.501,20310.76,42619,820425,998019,1447665,42.619,820.425,998.019,1447.665,4170094,1923135,0,0,True,20257.46,73.92,0.003649,20152.93,20310.76,43314.7,846362.0,1046444.0,1453931.7,12472254,5759461,0,0,0.0,101.3,0.0,,,
23,cloud/tigerbeetle/z2.0/rate40k,knob-sweep,run_20260807_082727,config.cloud-tigerbeetle-hotspot-rate40k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,40000,100000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,3,3,422.282,39722.51,74189,946028,1305695,1480569,74.189,946.028,1305.695,1480.569,8150380,3766373,0,0,True,40387.71,505.6,0.012519,39722.51,40947.43,73339.0,947746.3,1311625.7,1481162.3,24824699,11524242,0,0,0.0,101.0,0.0,,,"p999 lands just below the histogram's 1.5s bucket edge (quantisation) - treat as an UPPER bound: true value is in 1.0-1.5s, since the 2s/3s/5s buckets existed and stayed empty"
23,cloud/tigerbeetle/z2.0/rate40k,knob-sweep,run_20260807_082727,config.cloud-tigerbeetle-hotspot-rate40k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,40000,100000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,423.132,40947.43,72542,954033,1327150,1482715,72.542,954.033,1327.15,1482.715,8375972,3908257,0,0,True,40387.71,505.6,0.012519,39722.51,40947.43,73339.0,947746.3,1311625.7,1481162.3,24824699,11524242,0,0,0.0,101.0,0.0,,,"p999 lands just below the histogram's 1.5s bucket edge (quantisation) - treat as an UPPER bound: true value is in 1.0-1.5s, since the 2s/3s/5s buckets existed and stayed empty"
23,cloud/tigerbeetle/z2.0/rate40k,knob-sweep,run_20260807_082727,config.cloud-tigerbeetle-hotspot-rate40k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,40000,100000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,422.618,40493.2,73286,943178,1302032,1480203,73.286,943.178,1302.032,1480.203,8298347,3849612,0,0,True,40387.71,505.6,0.012519,39722.51,40947.43,73339.0,947746.3,1311625.7,1481162.3,24824699,11524242,0,0,0.0,101.0,0.0,,,"p999 lands just below the histogram's 1.5s bucket edge (quantisation) - treat as an UPPER bound: true value is in 1.0-1.5s, since the 2s/3s/5s buckets existed and stayed empty"
24,cloud/tigerbeetle/z2.0/rate80k,knob-sweep,run_20260807_091056,config.cloud-tigerbeetle-hotspot-rate80k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,80000,200000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,3,3,422.956,80669.7,670047,1288070,1457614,1495761,670.047,1288.07,1457.614,1495.761,16519358,7681551,0,0,True,81171.16,355.12,0.004375,80669.7,81445.72,664143.7,1287510.3,1457557.3,1495817.7,49810823,23243220,0,0,0.0,101.5,0.0,,,"p99 and p999 land just below the histogram's 1.5s bucket edge (run-to-run CV ~0.01%) - UPPER bounds, true values in 1.0-1.5s, not lower bounds like PostgreSQL's exact-5s overflow values"
24,cloud/tigerbeetle/z2.0/rate80k,knob-sweep,run_20260807_091056,config.cloud-tigerbeetle-hotspot-rate80k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,80000,200000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,423.295,81445.72,654291,1289401,1458046,1495991,654.291,1289.401,1458.046,1495.991,16643440,7790276,0,0,True,81171.16,355.12,0.004375,80669.7,81445.72,664143.7,1287510.3,1457557.3,1495817.7,49810823,23243220,0,0,0.0,101.5,0.0,,,"p99 and p999 land just below the histogram's 1.5s bucket edge (run-to-run CV ~0.01%) - UPPER bounds, true values in 1.0-1.5s, not lower bounds like PostgreSQL's exact-5s overflow values"
24,cloud/tigerbeetle/z2.0/rate80k,knob-sweep,run_20260807_091056,config.cloud-tigerbeetle-hotspot-rate80k.toml,hotspot-knob-sweep-results.md (embedded json; results/ dir not retained),tigerbeetle,,cloud,fixed_rate,2.0,80000,200000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,423.429,81398.06,668093,1285060,1457012,1495701,668.093,1285.06,1457.012,1495.701,16648025,7771393,0,0,True,81171.16,355.12,0.004375,80669.7,81445.72,664143.7,1287510.3,1457557.3,1495817.7,49810823,23243220,0,0,0.0,101.5,0.0,,,"p99 and p999 land just below the histogram's 1.5s bucket edge (run-to-run CV ~0.01%) - UPPER bounds, true values in 1.0-1.5s, not lower bounds like PostgreSQL's exact-5s overflow values"
25,cloud/tigerbeetle/z2.0/rate160k,knob-sweep,run_20260807_120613,config.cloud-tigerbeetle-hotspot-rate160k.toml,hotspot-knob-sweep-results.md (recovered from coordinator log),tigerbeetle,,cloud,fixed_rate,2.0,160000,400000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,2,3,,106865.76,3588627,4732599,4946519,4994651,3588.627,4732.599,4946.519,4994.651,21845848,10213879,0,16629772,True,107858.0,,,,,3611176.5,5468586.5,7293856.0,9618293.0,44096664,20618138,0,33378365,0.0,67.4,34.77,,,"2 of 3 planned runs (coordinator killed by a ~24.5min background task limit during run 3's balance verification). Recovered from coordinator log, not results.json - no stddev/CV available. Histogram widened to 20s for this run, so latencies are real"
25,cloud/tigerbeetle/z2.0/rate160k,knob-sweep,run_20260807_120613,config.cloud-tigerbeetle-hotspot-rate160k.toml,hotspot-knob-sweep-results.md (recovered from coordinator log),tigerbeetle,,cloud,fixed_rate,2.0,160000,400000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,2,3,,108850.25,3633726,6204574,9641193,14241935,3633.726,6204.574,9641.193,14241.935,22250816,10404259,0,16748593,True,107858.0,,,,,3611176.5,5468586.5,7293856.0,9618293.0,44096664,20618138,0,33378365,0.0,67.4,34.77,,,"2 of 3 planned runs (coordinator killed by a ~24.5min background task limit during run 3's balance verification). Recovered from coordinator log, not results.json - no stddev/CV available. Histogram widened to 20s for this run, so latencies are real"
26,cloud/tigerbeetle/z2.0/rate120k-aborted,ceiling-bisect,run_20260818_105721,config.cloud-tigerbeetle-hotspot-rate120k.toml,"results/run_20260818_105721/ (config only, no results.json)",tigerbeetle,,cloud,fixed_rate,2.0,120000,300000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no results.json,ABORTED - no results.json was written
27,cloud/tigerbeetle/z2.0/rate120k,ceiling-bisect,run_20260818_105944,config.cloud-tigerbeetle-hotspot-rate120k.toml,results/run_20260818_105944/results.json,tigerbeetle,,cloud,fixed_rate,2.0,120000,300000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,3,3,435.087,105947.73,2483100,3103410,3820682,3982068,2483.1,3103.41,3820.682,3982.068,21656338,10127981,0,4261780,True,107111.76,835.79,0.007803,105947.73,107871.54,2499840.7,3204200.7,3840840.0,3984083.7,65678203,30722378,0,13359159,0.0,89.3,12.37,,,"first genuine throughput shortfall (89% of offered). p999 lands just below the widened histogram's 4s bucket edge - UPPER bound, true value in 3-4s"
27,cloud/tigerbeetle/z2.0/rate120k,ceiling-bisect,run_20260818_105944,config.cloud-tigerbeetle-hotspot-rate120k.toml,results/run_20260818_105944/results.json,tigerbeetle,,cloud,fixed_rate,2.0,120000,300000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,435.898,107871.54,2513789,3214412,3842882,3984288,2513.789,3214.412,3842.882,3984.288,22046901,10314560,0,4570068,True,107111.76,835.79,0.007803,105947.73,107871.54,2499840.7,3204200.7,3840840.0,3984083.7,65678203,30722378,0,13359159,0.0,89.3,12.37,,,"first genuine throughput shortfall (89% of offered). p999 lands just below the widened histogram's 4s bucket edge - UPPER bound, true value in 3-4s"
27,cloud/tigerbeetle/z2.0/rate120k,ceiling-bisect,run_20260818_105944,config.cloud-tigerbeetle-hotspot-rate120k.toml,results/run_20260818_105944/results.json,tigerbeetle,,cloud,fixed_rate,2.0,120000,300000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,436.003,107516.0,2502633,3294780,3858956,3985895,2502.633,3294.78,3858.956,3985.895,21974964,10279837,0,4527311,True,107111.76,835.79,0.007803,105947.73,107871.54,2499840.7,3204200.7,3840840.0,3984083.7,65678203,30722378,0,13359159,0.0,89.3,12.37,,,"first genuine throughput shortfall (89% of offered). p999 lands just below the widened histogram's 4s bucket edge - UPPER bound, true value in 3-4s"
28,cloud/tigerbeetle/z2.0/rate100k,ceiling-bisect,run_20260819_123830,config.cloud-tigerbeetle-hotspot-rate100k.toml,results/run_20260819_123830/results.json,tigerbeetle,,cloud,fixed_rate,2.0,100000,250000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,3,3,424.574,101120.97,776205,1362149,1472684,1497554,776.205,1362.149,1472.684,1497.554,20674313,9661978,0,0,True,101497.31,296.98,0.002926,101120.97,101846.95,796616.0,1387469.3,1482785.0,1622449.0,62222532,29125043,0,0,0.0,101.5,0.0,,,"clean: 0 dropped, 101% of offered rate"
28,cloud/tigerbeetle/z2.0/rate100k,ceiling-bisect,run_20260819_123830,config.cloud-tigerbeetle-hotspot-rate100k.toml,results/run_20260819_123830/results.json,tigerbeetle,,cloud,fixed_rate,2.0,100000,250000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,424.427,101523.99,799011,1389760,1482274,1643105,799.011,1389.76,1482.274,1643.105,20754546,9702652,0,0,True,101497.31,296.98,0.002926,101120.97,101846.95,796616.0,1387469.3,1482785.0,1622449.0,62222532,29125043,0,0,0.0,101.5,0.0,,,"clean: 0 dropped, 101% of offered rate"
28,cloud/tigerbeetle/z2.0/rate100k,ceiling-bisect,run_20260819_123830,config.cloud-tigerbeetle-hotspot-rate100k.toml,results/run_20260819_123830/results.json,tigerbeetle,,cloud,fixed_rate,2.0,100000,250000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,424.719,101846.95,814632,1410499,1493397,1726688,814.632,1410.499,1493.397,1726.688,20793673,9760413,0,0,True,101497.31,296.98,0.002926,101120.97,101846.95,796616.0,1387469.3,1482785.0,1622449.0,62222532,29125043,0,0,0.0,101.5,0.0,,,"clean: 0 dropped, 101% of offered rate"
29,cloud/tigerbeetle/z2.0/rate90k,ceiling-bisect,run_20260819_135857,config.cloud-tigerbeetle-hotspot-rate90k.toml,results/run_20260819_135857/results.json,tigerbeetle,,cloud,fixed_rate,2.0,90000,225000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,1,3,3,424.393,91250.35,703552,1316687,1464417,1497656,703.552,1316.687,1464.417,1497.656,18640838,8734267,0,0,True,91165.04,178.21,0.001955,90917.0,91327.76,705370.0,1316030.0,1464017.0,1497314.0,55891847,26156685,0,0,0.0,101.3,0.0,,,"clean: 0 dropped, 101% of offered rate"
29,cloud/tigerbeetle/z2.0/rate90k,ceiling-bisect,run_20260819_135857,config.cloud-tigerbeetle-hotspot-rate90k.toml,results/run_20260819_135857/results.json,tigerbeetle,,cloud,fixed_rate,2.0,90000,225000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,2,3,3,424.48,90917.0,707574,1323561,1465711,1497695,707.574,1323.561,1465.711,1497.695,18581525,8693574,0,0,True,91165.04,178.21,0.001955,90917.0,91327.76,705370.0,1316030.0,1464017.0,1497314.0,55891847,26156685,0,0,0.0,101.3,0.0,,,"clean: 0 dropped, 101% of offered rate"
29,cloud/tigerbeetle/z2.0/rate90k,ceiling-bisect,run_20260819_135857,config.cloud-tigerbeetle-hotspot-rate90k.toml,results/run_20260819_135857/results.json,tigerbeetle,,cloud,fixed_rate,2.0,90000,225000,,,100000,1000000,120,300,3,5,n2-highmem-4,n2-standard-2,3,3,3,424.396,91327.76,704984,1307842,1461923,1496591,704.984,1307.842,1461.923,1496.591,18669484,8728844,0,0,True,91165.04,178.21,0.001955,90917.0,91327.76,705370.0,1316030.0,1464017.0,1497314.0,55891847,26156685,0,0,0.0,101.3,0.0,,,"clean: 0 dropped, 101% of offered rate"
